Time,PM10,PM25,PM100,Temperature,Gas,Humidity,Pressure,Altitude
1707954782.5386522,0,0,0,27.2,324819,40.5,1004.812,70.49
1707954783.548502,0,0,0,27.2,326417,40.4,1004.811,70.5
1707954784.5592537,0,0,0,27.2,329006,40.4,1004.81,70.51
1707954785.5700042,0,0,0,27.2,327706,40.3,1004.807,70.54
1707954786.5807843,0,0,0,27.2,327060,40.2,1004.807,70.53
1707954787.592761,0,0,0,27.2,323868,40.3,1004.834,70.3
1707954788.6047623,0,0,0,27.2,321358,40.5,1004.848,70.19
1707954789.6167295,0,0,0,27.2,321047,40.7,1004.862,70.07
1707954790.628697,0,0,0,27.2,324501,40.7,1004.865,70.05
1707954791.640522,0,0,0,27.2,326417,40.7,1004.873,69.98
1707954792.6526802,0,0,0,27.2,327383,40.6,1004.876,69.96
1707954793.6646917,0,0,0,27.2,329006,40.5,1004.879,69.93
1707954794.6764665,0,0,0,27.2,328680,40.4,1004.886,69.87
1707954795.6885555,0,0,0,27.2,329987,40.3,1004.883,69.9
1707954796.7008255,0,0,0,27.2,329332,40.2,1004.891,69.83
1707954797.7129462,0,0,0,27.2,329987,40.1,1004.898,69.77
1707954798.7249768,0,0,0,27.2,329660,40.1,1004.909,69.68
1707954799.7370114,0,0,0,27.2,330645,40.0,1004.907,69.69
1707954800.7490509,0,0,0,27.2,330645,39.9,1004.916,69.62
1707954801.7610178,0,0,0,27.2,331305,39.9,1004.922,69.57
1707954802.7718139,0,0,0,27.2,329006,39.8,1004.92,69.59
1707954803.7826288,0,0,0,27.2,323552,39.9,1004.918,69.6
1707954804.7933998,0,0,0,27.2,321358,40.1,1004.915,69.63
1707954805.8041797,0,0,0,27.2,321982,40.4,1004.92,69.59
1707954806.814968,0,0,0,27.2,324501,40.5,1004.915,69.63
1707954807.827039,0,0,0,27.2,320737,40.7,1004.916,69.62
1707954808.839052,0,0,0,27.2,321358,40.8,1004.912,69.65
1707954809.8510532,0,0,0,27.2,322295,40.9,1004.911,69.66
1707954810.8630583,0,0,0,27.2,323552,41.0,1004.915,69.63
1707954811.8751915,0,0,0,27.2,325137,41.0,1004.922,69.57
1707954812.8872538,0,0,0,27.2,326096,41.0,1004.925,69.54
1707954813.8992004,0,0,0,27.2,327383,40.9,1004.92,69.59
1707954814.9111917,0,0,0,27.2,324819,40.8,1004.898,69.77
1707954815.9231663,0,0,0,27.2,323552,40.8,1004.872,69.99
1707954816.9351656,0,0,0,27.2,324184,40.8,1004.867,70.03
1707954817.9471781,0,0,0,27.2,325137,40.9,1004.85,70.17
1707954818.9591959,0,0,0,27.2,326417,40.9,1004.845,70.22
1707954819.9711866,0,0,0,27.2,328030,40.9,1004.834,70.31
1707954820.9831963,0,0,0,27.2,327383,40.9,1004.83,70.34
1707954821.9953427,0,0,0,27.2,328030,40.8,1004.831,70.33
1707954823.0073428,0,0,0,27.2,326096,40.9,1004.823,70.39
1707954824.0193706,0,0,0,27.2,326738,40.9,1004.824,70.39
1707954825.0315716,0,0,0,27.2,325456,40.9,1004.822,70.4
1707954826.0436175,0,0,0,27.3,326417,40.9,1004.846,70.2
1707954827.0557175,0,0,0,27.3,327060,40.9,1004.858,70.11
1707954828.0676894,0,0,0,27.3,327706,40.9,1004.865,70.05
1707954829.0796745,0,0,0,27.3,328355,40.9,1004.87,70.0
1707954830.091713,0,0,0,27.3,329332,40.8,1004.848,70.19
1707954831.1032221,0,0,0,27.3,331305,40.7,1004.831,70.33
1707954832.1152587,0,0,0,27.3,332968,40.6,1004.819,70.43
1707954833.1272802,0,1,1,27.3,333637,40.5,1004.814,70.48
1707954834.1392515,0,1,1,27.3,334310,40.4,1004.816,70.46
1707954835.1512742,0,1,1,27.3,333973,40.3,1004.813,70.48
1707954836.1632397,0,1,1,27.3,335323,40.2,1004.821,70.42
1707954837.1751933,0,1,1,27.3,334647,40.1,1004.846,70.21
1707954838.1872065,0,1,1,27.3,336002,40.1,1004.856,70.12
1707954839.1991735,0,1,1,27.3,336684,40.0,1004.874,69.97
1707954840.2111654,0,1,1,27.3,336002,40.0,1004.885,69.88
1707954841.2231526,0,1,1,27.3,336684,39.9,1004.895,69.8
1707954842.2351658,0,1,1,27.3,336684,39.9,1004.903,69.72
1707954843.2471454,0,1,1,27.3,336684,39.9,1004.91,69.67
1707954844.2590692,0,1,1,27.3,337712,39.9,1004.915,69.62
1707954845.2711554,0,0,0,27.3,337712,39.9,1004.925,69.54
1707954846.2831557,0,0,0,27.3,338056,39.8,1004.921,69.58
1707954847.2951589,0,0,0,27.3,337369,39.8,1004.917,69.61
1707954848.3071592,0,0,0,27.3,338747,39.8,1004.916,69.62
1707954849.3191838,0,0,0,27.3,339440,39.7,1004.917,69.61
1707954850.331181,0,0,0,27.3,339440,39.7,1004.917,69.61
